,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,qtdPropostas,qtdPresencas,qtdAusencias,produtividade
198,160588,2754.0,Titular,228,5830547,DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,masculino,MG,PSD,307,4,3215-5307,dep.diegoandrade@camara.gov.br,6.0,31.0,17,-0.849158823273
199,178852,3722.0,Titular,12,5830524,MARCOS JOSE REATEGUI SOUZA,MARCOS REATEGUI,http://www.camara.gov.br/internet/deputado/bandep/178852.jpg,masculino,AP,PSD,344,4,3215-5344,dep.marcosreategui@camara.gov.br,0.0,44.0,4,0.920014550746
200,136811,2098.0,Titular,487,5830647,JOSÉ ALFONSO EBERT HAMM,AFONSO HAMM,http://www.camara.gov.br/internet/deputado/bandep/136811.jpg,masculino,RS,PP,604,4,3215-5604,dep.afonsohamm@camara.gov.br,2.0,34.0,13,-0.0502137193754
201,74356,3496.0,Titular,39,5830401,SILAS CÂMARA,SILAS CÂMARA,http://www.camara.gov.br/internet/deputado/bandep/74356.jpg,masculino,AM,PRB,532,4,3215-5532,dep.silascamara@camara.gov.br,0.0,25.0,20,-0.451194373712
202,178902,3783.0,Titular,440,5830424,JOSE ORCIRIO MIRANDA DOS SANTOS,ZECA DO PT,http://www.camara.gov.br/internet/deputado/bandep/178902.jpg,masculino,MS,PT,860,4,3215-5860,dep.zecadopt@camara.gov.br,1.0,43.0,5,0.94232999349
203,178888,3776.0,Titular,82,5830507,CARLOS VICTOR GUTERRES MENDES,VICTOR MENDES,http://www.camara.gov.br/internet/deputado/bandep/178888.jpg,masculino,MA,PSD,580,3,3215-5580,dep.victormendes@camara.gov.br,16.0,47.0,1,4.94049971216
204,178957,3030.0,Titular,1,5830756,ABEL SALVADOR MESQUITA JUNIOR,ABEL MESQUITA JR.,http://www.camara.gov.br/internet/deputado/bandep/178957.jpg,masculino,RR,DEM,248,4,3215-5248,dep.abelmesquitajr@camara.gov.br,0.0,35.0,11,0.135297684006
205,74057,1331.0,Titular,180,5830470,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,feminino,BA,PCdoB,420,4,3215-5420,dep.aliceportugal@camara.gov.br,2.0,32.0,15,-0.282015085215
206,160426,2662.0,Titular,413,5830553,ROGÉRIO SCHUMANN ROSSO,ROGÉRIO ROSSO,http://www.camara.gov.br/internet/deputado/bandep/160426.jpg,masculino,DF,PSD,283,3,3215-5283,dep.rogeriorosso@camara.gov.br,1.0,34.0,14,-0.144454072737
207,141516,2487.0,Titular,263,5830616,PAULO ABI-ACKEL,PAULO ABI-ACKEL,http://www.camara.gov.br/internet/deputado/bandep/141516.jpg,masculino,MG,PSDB,460,4,3215-5460,dep.pauloabiackel@camara.gov.br,4.0,31.0,16,-0.52365983747
208,74848,1775.0,Titular,305,5830367,JANDIRA FEGHALI,JANDIRA FEGHALI,http://www.camara.gov.br/internet/deputado/bandep/74848.jpg,feminino,RJ,PCdoB,622,4,3215-5622,dep.jandirafeghali@camara.gov.br,4.0,34.0,14,-0.227056014485
209,74172,1473.0,Titular,298,5830564,WANDERLEY ALVES DE OLIVEIRA,DELEY,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,masculino,RJ,PTB,742,4,3215-5742,dep.deley@camara.gov.br,1.0,37.0,9,0.393147761881
210,73666,3265.0,Titular,419,5830361,JOVAIR DE OLIVEIRA ARANTES,JOVAIR ARANTES,http://www.camara.gov.br/internet/deputado/bandep/73666.jpg,masculino,GO,PTB,504,4,3215-5504,dep.jovairarantes@camara.gov.br,4.0,18.0,27,-1.7555313671
211,178913,3774.0,Titular,137,5830710,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,VENEZIANO VITAL DO RÊGO,http://www.camara.gov.br/internet/deputado/bandep/178913.jpg,masculino,PB,PMDB,833,4,3215-5833,dep.venezianovitaldorego@camara.gov.br,37.0,40.0,8,3.75596994729
212,74471,1074.0,Titular,140,5830461,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,masculino,PE,PSD,754,4,3215-5754,dep.andredepaula@camara.gov.br,4.0,41.0,6,1.17133939144
213,92346,3088.0,Titular,352,5830315,EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,masculino,SP,PSC,481,3,3215-5481,dep.eduardobolsonaro@camara.gov.br,6.0,45.0,2,2.39850480492
214,141487,2482.0,Titular,256,5830610,LUIZ FERNANDO RAMOS FARIA,LUIZ FERNANDO FARIA,http://www.camara.gov.br/internet/deputado/bandep/141487.jpg,masculino,MG,PP,832,4,3215-5832,dep.luizfernandofaria@camara.gov.br,0.0,37.0,10,0.233117497272
215,93472,3078.0,Titular,296,5830347,CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL,http://www.camara.gov.br/internet/deputado/bandep/93472.jpg,feminino,RJ,PTB,644,4,3215-5644,dep.cristianebrasil@camara.gov.br,6.0,23.0,22,-1.6280716377
216,178981,3346.0,Titular,362,5830513,HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,http://www.camara.gov.br/internet/deputado/bandep/178981.jpg,masculino,SP,PSD,926,4,3215-5926,dep.herculanopassos@camara.gov.br,2.0,42.0,5,1.07177772676
217,178897,3751.0,Titular,260,5830584,RODRIGO OTAVIO SOARES PACHECO,RODRIGO PACHECO,http://www.camara.gov.br/internet/deputado/bandep/178897.jpg,masculino,MG,PMDB,510,4,3215-5510,dep.rodrigopacheco@camara.gov.br,3.0,34.0,12,0.0830169252485
218,141439,2497.0,Titular,293,5830298,FRANCISCO JOSÉ D'ANGELO PINTO,CHICO D'ANGELO,http://www.camara.gov.br/internet/deputado/bandep/141439.jpg,masculino,RJ,PT,542,4,3215-5542,dep.chicodangelo@camara.gov.br,7.0,23.0,1,2.23023999548
219,74171,1468.0,Titular,295,5830653,FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,masculino,RJ,PSOL,848,4,3215-5848,dep.chicoalencar@camara.gov.br,5.0,45.0,3,1.98505419446
220,160541,2726.0,Titular,162,5830321,ARTHUR CÉSAR PEREIRA DE LIRA,ARTHUR LIRA,http://www.camara.gov.br/internet/deputado/bandep/160541.jpg,masculino,AL,PP,942,4,3215-5942,dep.arthurlira@camara.gov.br,0.0,33.0,14,-0.113481265915
221,141536,2450.0,Titular,134,5830776,RÔMULO JOSÉ DE GOUVEIA,RÔMULO GOUVEIA,http://www.camara.gov.br/internet/deputado/bandep/141536.jpg,masculino,PB,PSD,411,4,3215-5411,dep.romulogouveia@camara.gov.br,76.0,21.0,24,-17.4924217597
222,178832,3702.0,Titular,453,5830676,LEANDRE DAL PONTE,LEANDRE,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg,feminino,PR,PV,454,4,3215-5454,dep.leandre@camara.gov.br,7.0,36.0,11,0.355823526296
223,74352,3492.0,Titular,31,5830421,NILSON PINTO DE OLIVEIRA,NILSON PINTO,http://www.camara.gov.br/internet/deputado/bandep/74352.jpg,masculino,PA,PSDB,527,4,3215-5527,dep.nilsonpinto@camara.gov.br,0.0,41.0,6,0.657630653571
224,160565,2807.0,Titular,366,5830398,MARA CRISTINA GABRILLI,MARA GABRILLI,http://www.camara.gov.br/internet/deputado/bandep/160565.jpg,feminino,SP,PSDB,226,4,3215-5226,dep.maragabrilli@camara.gov.br,5.0,33.0,14,-0.251151168827
225,141513,2215.0,Titular,232,5830796,OLAVO BILAC PINTO NETO,BILAC PINTO,http://www.camara.gov.br/internet/deputado/bandep/141513.jpg,masculino,MG,PR,806,4,3215-5806,dep.bilacpinto@camara.gov.br,1.0,36.0,11,0.170114788431
226,160571,2851.0,Titular,473,5830304,JOÃO RODRIGUES,JOÃO RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg,masculino,SC,PSD,503,4,3215-5503,dep.joaorodrigues@camara.gov.br,4.0,36.0,11,0.262969157363
227,73483,3662.0,Titular,500,5830770,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg,masculino,RS,PP,526,4,3215-5526,dep.luiscarlosheinze@camara.gov.br,2.0,39.0,8,0.61450856269
228,73535,1808.0,Titular,363,5830590,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,masculino,SP,DEM,538,4,3215-5538,dep.jorgetadeumudalen@camara.gov.br,0.0,38.0,10,0.239417970171
229,160531,2670.0,Titular,5,5830341,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,masculino,RR,PRB,535,4,3215-5535,dep.jhonatandejesus@camara.gov.br,4.0,36.0,12,0.0973348825875
230,178863,3772.0,Titular,220,5830447,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg,masculino,BA,PV,729,4,3215-5729,dep.ulduricojunior@camara.gov.br,3.0,24.0,24,-1.33434608878
231,178894,3701.0,Titular,234,5830484,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg,masculino,MG,SD,717,4,3215-5717,dep.laudiviocarvalho@camara.gov.br,20.0,46.0,1,5.81589746669
232,178837,3048.0,Titular,52,5830541,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,masculino,AC,PT,543,4,3215-5543,dep.angelim@camara.gov.br,5.0,44.0,4,1.75710192939
233,73486,3666.0,Titular,516,5830627,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg,masculino,RS,PDT,704,4,3215-5704,dep.pompeodemattos@camara.gov.br,13.0,37.0,10,0.888923322514
234,99654,2741.0,Titular,194,5830292,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,masculino,BA,PEN,756,4,3215-5756,dep.eriveltonsantana@camara.gov.br,0.0,29.0,16,-0.240945798472
235,74449,3511.0,Titular,80,5830633,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg,masculino,MA,PTB,814,4,3215-5814,dep.pedrofernandes@camara.gov.br,4.0,42.0,4,1.54786561044
236,160561,2809.0,Titular,375,5830782,JOSÉ OLIMPIO SILVEIRA MORAES,MISSIONÁRIO JOSÉ OLIMPIO,http://www.camara.gov.br/internet/deputado/bandep/160561.jpg,masculino,SP,DEM,507,4,3215-5507,dep.missionariojoseolimpio@camara.gov.br,0.0,36.0,11,0.139163332121
237,146788,3714.0,Titular,236,5830596,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg,masculino,MG,PHS,280,3,3215-5280,dep.marceloaro@camara.gov.br,3.0,26.0,21,-1.02454759306
238,178997,3733.0,Titular,106,5830667,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg,masculino,CE,PMDB,809,4,3215-5809,dep.mosesrodrigues@camara.gov.br,9.0,36.0,12,0.154616435986
239,160528,2719.0,Titular,148,5830335,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,masculino,PE,PSB,423,4,3215-5423,dep.danilocabral@camara.gov.br,2.0,41.0,6,0.914485022503
240,74383,1968.0,Titular,466,5830713,FERNANDO LÚCIO GIACOBO,GIACOBO,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,masculino,PR,PR,762,4,3215-5762,dep.giacobo@camara.gov.br,1.0,14.0,32,-1.04016601506
241,160545,2796.0,Titular,334,5830381,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,http://www.camara.gov.br/internet/deputado/bandep/160545.jpg,masculino,SP,DEM,841,4,3215-5841,dep.alexandreleite@camara.gov.br,3.0,29.0,18,-0.698709325309
242,141440,2437.0,Titular,88,5830690,FRANCISCO LOPES DA SILVA,CHICO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,masculino,CE,PCdoB,310,4,3215-5310,dep.chicolopes@camara.gov.br,2.0,46.0,2,1.59865280814
243,73926,1135.0,Titular,10,5830358,JANETE MARIA GÓES CAPIBERIBE,JANETE CAPIBERIBE,http://www.camara.gov.br/internet/deputado/bandep/73926.jpg,feminino,AP,PSB,209,4,3215-5209,dep.janetecapiberibe@camara.gov.br,0.0,40.0,7,0.544197890142
244,178866,3710.0,Titular,98,5830427,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,feminino,CE,PT,713,4,3215-5713,dep.luiziannelins@camara.gov.br,6.0,15.0,33,-3.13315794269
245,160632,2769.0,Titular,271,5830504,JOSÉ SILVA SOARES,ZÉ SILVA,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,masculino,MG,SD,608,4,3215-5608,dep.zesilva@camara.gov.br,9.0,42.0,5,2.10723403744
246,179000,3713.0,Titular,235,5830404,MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ÁLVARO ANTÔNIO,http://www.camara.gov.br/internet/deputado/bandep/179000.jpg,masculino,MG,PR,824,4,3215-5824,dep.marceloalvaroantonio@camara.gov.br,9.0,32.0,15,-0.61121896871
247,74688,3573.0,Titular,313,5830521,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,http://www.camara.gov.br/internet/deputado/bandep/74688.jpg,masculino,RJ,PT,409,4,3215-5409,dep.luizsergio@camara.gov.br,0.0,40.0,8,0.446804898751
248,73482,3661.0,Titular,498,5830527,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,masculino,RS,PT,256,4,3215-5256,dep.henriquefontana@camara.gov.br,0.0,33.0,15,-0.193830483812
249,141434,2424.0,Titular,54,5830742,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,masculino,AC,PMDB,224,4,3215-5224,dep.flavianomelo@camara.gov.br,1.0,32.0,15,-0.234985959001
250,178953,3096.0,Titular,44,5830550,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,masculino,RO,PSD,943,4,3215-5943,dep.expeditonetto@camara.gov.br,1.0,46.0,2,1.39224504115
251,74651,3155.0,Titular,226,5830719,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,masculino,MG,DEM,243,4,3215-5243,dep.carlosmelles@camara.gov.br,1.0,25.0,22,-0.756430758581
252,178982,3709.0,Titular,365,5830696,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg,masculino,SP,PSB,418,4,3215-5418,dep.luizlaurofilho@camara.gov.br,3.0,40.0,8,0.715115578363
253,73466,1876.0,Titular,460,5830573,RUBENS BUENO,RUBENS BUENO,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,masculino,PR,PPS,623,4,3215-5623,dep.rubensbueno@camara.gov.br,2.0,44.0,2,1.54709466579
254,141527,2565.0,Titular,511,5830450,RENATO DELMAR MOLLING,RENATO MOLLING,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg,masculino,RS,PP,337,4,3215-5337,dep.renatomolling@camara.gov.br,3.0,42.0,6,1.05895197901
255,178834,3028.0,Titular,185,5830613,ADALBERTO SOUZA GALVÃO,BEBETO,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,masculino,BA,PSB,541,4,3215-5541,dep.bebeto@camara.gov.br,0.0,38.0,8,0.424464653814
256,178831,3045.0,Titular,9,5830650,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,masculino,AP,PP,831,4,3215-5831,dep.andreabdon@camara.gov.br,0.0,32.0,15,-0.187956832788
257,178985,3730.0,Titular,378,5830556,MIGUEL LOMBARDI,MIGUEL LOMBARDI,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg,masculino,SP,PR,835,4,3215-5835,dep.miguellombardi@camara.gov.br,4.0,45.0,3,1.79814157311
258,74359,3499.0,Titular,47,5830458,NILTON BALBINO,NILTON CAPIXABA,http://www.camara.gov.br/internet/deputado/bandep/74359.jpg,masculino,RO,PTB,724,4,3215-5724,dep.niltoncapixaba@camara.gov.br,0.0,40.0,6,0.641590881533
259,141484,2385.0,Titular,29,5830567,LÚCIO DUTRA VALE,LÚCIO VALE,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg,masculino,PA,PR,822,4,3215-5822,dep.luciovale@camara.gov.br,10.0,35.0,13,-0.115528400442
260,134812,3087.0,Titular,27,5830604,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,masculino,PA,PSOL,301,4,3215-5301,dep.edmilsonrodrigues@camara.gov.br,2.0,45.0,3,1.42431633039
261,162332,2874.0,Titular,459,5830410,LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,http://www.camara.gov.br/internet/deputado/bandep/162332.jpg,masculino,PR,PR,907,4,3215-5907,dep.luiznishimori@camara.gov.br,3.0,30.0,17,-0.580357270252
262,74693,3578.0,Titular,322,5830464,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,http://www.camara.gov.br/internet/deputado/bandep/74693.jpg,masculino,RJ,DEM,308,4,3215-5308,dep.rodrigomaia@camara.gov.br,0.0,39.0,9,0.340676609676
263,160677,2783.0,Titular,297,5830707,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,masculino,RJ,DEM,719,4,3215-5719,dep.franciscofloriano@camara.gov.br,68.0,36.0,10,3.65718595641
264,178914,3032.0,Titular,138,5830364,ADALBERTO CAVALCANTI RODRIGUES,ADALBERTO CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178914.jpg,masculino,PE,AVANTE,402,4,3215-5402,dep.adalbertocavalcanti@camara.gov.br,0.0,37.0,10,0.233117497272
265,74460,3523.0,Titular,110,5830659,MARCELO COSTA E CASTRO,MARCELO CASTRO,http://www.camara.gov.br/internet/deputado/bandep/74460.jpg,masculino,PI,PMDB,811,4,3215-5811,dep.marcelocastro@camara.gov.br,0.0,36.0,11,0.139163332121
266,74537,3166.0,Titular,186,5830679,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,masculino,BA,DEM,630,4,3215-5630,dep.claudiocajado@camara.gov.br,0.0,32.0,14,-0.110042439675
267,160610,2750.0,Titular,218,5830418,VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg,masculino,BA,PT,739,4,3215-5739,dep.valmirassuncao@camara.gov.br,0.0,46.0,2,1.18583727416
268,160532,2799.0,Titular,345,5830750,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,masculino,SP,DEM,850,4,3215-5850,dep.elicorreafilho@camara.gov.br,1.0,19.0,29,-1.07922392727
269,178855,3487.0,Titular,199,5830324,ANTONIO LAZARO SILVA,IRMÃO LAZARO,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg,masculino,BA,PSC,450,4,3215-5450,dep.irmaolazaro@camara.gov.br,0.0,25.0,21,-0.512064993331
270,178975,3052.0,Titular,342,5830607,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,masculino,SP,PMDB,829,4,3215-5829,dep.baleiarossi@camara.gov.br,3.0,36.0,11,0.232017701053
271,178884,3393.0,Titular,74,5830656,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,masculino,MA,PMDB,734,4,3215-5734,dep.hildorocha@camara.gov.br,10.0,41.0,6,1.94190249823
272,178865,3059.0,Titular,94,5830773,FLAVIO ALVES SABINO,CABO SABINO,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,masculino,CE,PR,617,4,3215-5617,dep.cabosabino@camara.gov.br,41.0,35.0,12,0.519787554403
273,164360,2925.0,Titular,477,5830630,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,feminino,SC,PPS,240,4,3215-5240,dep.carmenzanotto@camara.gov.br,2.0,32.0,16,-0.39891976959
274,74158,1405.0,Titular,239,5830467,MÁRIO LÚCIO HERINGER,MÁRIO HERINGER,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg,masculino,MG,PDT,211,4,3215-5211,dep.marioheringer@camara.gov.br,5.0,6.0,1,1.29879793888
275,160543,2732.0,Titular,174,5830799,ANDRÉ LUIS DANTAS FERREIRA,ANDRE MOURA,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg,masculino,SE,PSC,846,4,3215-5846,dep.andremoura@camara.gov.br,1.0,18.0,27,-0.91261874574
276,74043,1277.0,Titular,136,5830395,JOSÉ WELLINGTON ROBERTO,WELLINGTON ROBERTO,http://www.camara.gov.br/internet/deputado/bandep/74043.jpg,masculino,PB,PR,514,4,3215-5514,dep.wellingtonroberto@camara.gov.br,0.0,24.0,23,-0.608453983267
277,81232,2691.0,Titular,65,5830444,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,masculino,TO,PSD,802,4,3215-5802,dep.irajaabreu@camara.gov.br,6.0,26.0,21,-1.51654759306
278,67312,3697.0,Titular,34,5830699,JULIA MARIA GODINHO DA CRUZ MARINHO,JÚLIA MARINHO,http://www.camara.gov.br/internet/deputado/bandep/67312.jpg,feminino,PA,PSC,707,4,3215-5707,dep.juliamarinho@camara.gov.br,0.0,36.0,11,0.139163332121
279,171617,2973.0,Titular,170,5830375,PAULO FERNANDO DOS SANTOS,PAULÃO,http://www.camara.gov.br/internet/deputado/bandep/171617.jpg,masculino,AL,PT,366,3,3215-5366,dep.paulao@camara.gov.br,0.0,28.0,20,-0.505337698557
280,178868,3736.0,Titular,107,5830301,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/178868.jpg,masculino,CE,PSB,582,3,3215-5582,dep.odoricomonteiro@camara.gov.br,6.0,22.0,9,0.611827034485
281,178933,3809.0,Titular,467,5830722,SERGIO DE SOUZA,SERGIO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg,masculino,PR,PMDB,702,4,3215-5702,dep.sergiosouza@camara.gov.br,3.0,38.0,9,0.541766554711
282,74833,1308.0,Titular,288,5830793,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,masculino,RJ,PSC,917,4,3215-5917,dep.aroldedeoliveira@camara.gov.br,1.0,37.0,11,0.173980436546
283,74467,3530.0,Titular,127,5830673,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,masculino,PB,PDT,938,4,3215-5938,dep.damiaofeliciano@camara.gov.br,10.0,34.0,14,-0.39225989798
284,178973,3044.0,Titular,332,5830779,ANA LUCIA LIPPAUS PERUGINI,ANA PERUGINI,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,feminino,SP,PT,436,4,3215-5436,dep.anaperugini@camara.gov.br,6.0,23.0,25,-2.14698716921
285,73781,3309.0,Titular,458,5830544,NELSON MEURER,NELSON MEURER,http://www.camara.gov.br/internet/deputado/bandep/73781.jpg,masculino,PR,PP,916,4,3215-5916,dep.nelsonmeurer@camara.gov.br,0.0,41.0,6,0.657630653571
286,178974,3047.0,Titular,341,5830481,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,masculino,SP,PT,939,4,3215-5939,dep.andressanchez@camara.gov.br,0.0,40.0,8,0.446804898751
287,74459,1935.0,Titular,109,5830530,ÁTILA FREITAS LIRA,ÁTILA LIRA,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg,masculino,PI,PSB,640,4,3215-5640,dep.atilalira@camara.gov.br,0.0,46.0,2,1.18583727416
288,66828,3134.0,Titular,355,5830338,FAUSTO RUY PINATO,FAUSTO PINATO,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,masculino,SP,PP,562,4,3215-5562,dep.faustopinato@camara.gov.br,12.0,35.0,12,0.187554544695
289,178950,3049.0,Titular,121,5830587,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,masculino,RN,PODE,230,4,3215-5230,dep.antoniojacome@camara.gov.br,2.0,8.0,8,0.268234766158
290,160622,2820.0,Titular,395,5830344,VICENTE CÂNDIDO DA SILVA,VICENTE CANDIDO,http://www.camara.gov.br/internet/deputado/bandep/160622.jpg,masculino,SP,PT,819,4,3215-5819,dep.vicentecandido@camara.gov.br,1.0,9.0,36,-0.969471928009
291,177282,2994.0,Titular,273,5830736,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,masculino,MG,PDT,750,4,3215-5750,dep.subtenentegonzaga@camara.gov.br,6.0,39.0,7,1.1841851759
292,160659,2805.0,Titular,356,5830730,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg,feminino,SP,PSB,523,4,3215-5523,dep.keikoota@camara.gov.br,1.0,35.0,11,0.166249140317
293,74585,3595.0,Titular,243,5830687,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg,masculino,MG,PRB,615,4,3215-5615,dep.lincolnportela@camara.gov.br,10.0,34.0,14,-0.39225989798
294,178926,3750.0,Titular,117,5830636,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg,masculino,PI,PSB,558,4,3215-5558,dep.rodrigomartins@camara.gov.br,2.0,41.0,7,0.775666915065
295,160642,2724.0,Titular,155,5830387,FRANCISCO EURICO DA SILVA,PASTOR EURICO,http://www.camara.gov.br/internet/deputado/bandep/160642.jpg,masculino,PE,PHS,906,4,3215-5906,dep.pastoreurico@camara.gov.br,12.0,32.0,16,-1.06416248804
296,178992,3777.0,Titular,399,5830438,VITOR LIPPI,VITOR LIPPI,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg,masculino,SP,PSDB,823,4,3215-5823,dep.vitorlippi@camara.gov.br,2.0,38.0,9,0.471824807138
297,73434,1410.0,Titular,337,5830487,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,masculino,SP,PTB,929,4,3215-5929,dep.arnaldofariadesa@camara.gov.br,2.0,43.0,5,1.09025232359
