,ideCadastro,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email
236,178961,Titular,8,5830489,SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA,SHÉRIDAN,http://www.camara.gov.br/internet/deputado/bandep/178961.jpg,feminino,RR,PSDB,246,4,3215-5246,dep.sheridan@camara.gov.br
237,73720,Titular,479,5830492,César Antonio de Souza,CESAR SOUZA,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg,masculino,SC,PSD,609,4,3215-5609,dep.cesarsouza@camara.gov.br
238,178978,Titular,357,5830493,FLAVIO AUGUSTO DA SILVA,FLAVINHO,http://www.camara.gov.br/internet/deputado/bandep/178978.jpg,masculino,SP,PSB,369,3,3215-5369,dep.flavinho@camara.gov.br
239,74161,Titular,272,5830494,REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74161.jpg,masculino,MG,PT,426,4,3215-5426,dep.reginaldolopes@camara.gov.br
240,74079,Titular,26,5830495,JOSÉ BENITO PRIANTE JÚNIOR,JOSÉ PRIANTE,http://www.camara.gov.br/internet/deputado/bandep/74079.jpg,masculino,PA,PMDB,752,4,3215-5752,dep.josepriante@camara.gov.br
241,74283,Titular,396,5830496,VICENTE PAULO DA SILVA,VICENTINHO,http://www.camara.gov.br/internet/deputado/bandep/74283.jpg,masculino,SP,PT,740,4,3215-5740,dep.vicentinho@camara.gov.br
242,74212,Titular,87,5830497,ANÍBAL FERREIRA GOMES,ANÍBAL GOMES,http://www.camara.gov.br/internet/deputado/bandep/74212.jpg,masculino,CE,PMDB,731,4,3215-5731,dep.anibalgomes@camara.gov.br
243,178908,Titular,22,5830498,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,masculino,PA,PSD,586,3,3215-5586,dep.delegadoedermauro@camara.gov.br
244,160663,Titular,456,5830499,LEOPOLDO COSTA MEYER,LEOPOLDO MEYER,http://www.camara.gov.br/internet/deputado/bandep/160663.jpg,masculino,PR,PSB,233,4,3215-5233,dep.leopoldomeyer@camara.gov.br
245,74388,Titular,474,5830500,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,http://www.camara.gov.br/internet/deputado/bandep/74388.jpg,masculino,SC,PP,342,4,3215-5342,dep.jorgeboeira@camara.gov.br
246,141464,Titular,101,5830501,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,JOSÉ AIRTON CIRILO,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,masculino,CE,PT,319,4,3215-5319,dep.joseairtoncirilo@camara.gov.br
247,178910,Titular,33,5830502,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,JOAQUIM PASSARINHO,http://www.camara.gov.br/internet/deputado/bandep/178910.jpg,masculino,PA,PSD,339,4,3215-5339,dep.joaquimpassarinho@camara.gov.br
248,160641,Titular,15,5830503,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PROFESSORA MARCIVANIA,http://www.camara.gov.br/internet/deputado/bandep/160641.jpg,feminino,AP,PCdoB,338,4,3215-5338,dep.professoramarcivania@camara.gov.br
249,160632,Titular,271,5830504,JOSÉ SILVA SOARES,ZÉ SILVA,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,masculino,MG,SD,608,4,3215-5608,dep.zesilva@camara.gov.br
250,178825,Titular,57,5830505,LEONARDO CUNHA DE BRITO,LEO DE BRITO,http://www.camara.gov.br/internet/deputado/bandep/178825.jpg,masculino,AC,PT,619,4,3215-5619,dep.leodebrito@camara.gov.br
251,178888,Titular,82,5830507,CARLOS VICTOR GUTERRES MENDES,VICTOR MENDES,http://www.camara.gov.br/internet/deputado/bandep/178888.jpg,masculino,MA,PSD,580,3,3215-5580,dep.victormendes@camara.gov.br
252,160578,Titular,446,5830508,EDMAR DE SOUZA ARRUDA,EDMAR ARRUDA,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,masculino,PR,PSD,962,4,3215-5962,dep.edmararruda@camara.gov.br
253,74374,Titular,435,5830512,GERALDO RESENDE PEREIRA,GERALDO RESENDE,http://www.camara.gov.br/internet/deputado/bandep/74374.jpg,masculino,MS,PSDB,905,4,3215-5905,dep.geraldoresende@camara.gov.br
254,178981,Titular,362,5830513,HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,http://www.camara.gov.br/internet/deputado/bandep/178981.jpg,masculino,SP,PSD,926,4,3215-5926,dep.herculanopassos@camara.gov.br
255,74270,Titular,360,5830514,GILBERTO NASCIMENTO SILVA,GILBERTO NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/74270.jpg,masculino,SP,PSC,834,4,3215-5834,dep.gilbertonascimento@camara.gov.br
256,122158,Titular,314,5830515,PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,http://www.camara.gov.br/internet/deputado/bandep/122158.jpg,masculino,RJ,PMDB,727,4,3215-5727,dep.pedropaulo@camara.gov.br
257,178930,Titular,452,5830516,EVANDRO ROGERIO ROMAN,EVANDRO ROMAN,http://www.camara.gov.br/internet/deputado/bandep/178930.jpg,masculino,PR,PSD,303,4,3215-5303,dep.evandroroman@camara.gov.br
258,141421,Titular,156,5830517,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,masculino,PE,PP,628,4,3215-5628,dep.eduardodafonte@camara.gov.br
259,73931,Titular,25,5830518,JOSÉ GERALDO TORRES DA SILVA,ZÉ GERALDO,http://www.camara.gov.br/internet/deputado/bandep/73931.jpg,masculino,PA,PT,266,3,3215-5266,dep.zegeraldo@camara.gov.br
260,141422,Titular,128,5830519,EFRAIM DE ARAÚJO MORAIS FILHO,EFRAIM FILHO,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,masculino,PB,DEM,744,4,3215-5744,dep.efraimfilho@camara.gov.br
261,74787,Titular,374,5830520,MILTON ANTONIO CASQUEL MONTI,MILTON MONTI,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,masculino,SP,PR,328,4,3215-5328,dep.miltonmonti@camara.gov.br
262,74688,Titular,313,5830521,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,http://www.camara.gov.br/internet/deputado/bandep/74688.jpg,masculino,RJ,PT,409,4,3215-5409,dep.luizsergio@camara.gov.br
263,178802,Titular,318,5830522,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,http://www.camara.gov.br/internet/deputado/bandep/178802.jpg,masculino,RJ,PODE,636,4,3215-5636,dep.luizcarlosramos@camara.gov.br
264,178963,Titular,493,5830523,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,masculino,RS,PP,228,4,3215-5228,dep.covattifilho@camara.gov.br
265,178852,Titular,12,5830524,MARCOS JOSE REATEGUI SOUZA,MARCOS REATEGUI,http://www.camara.gov.br/internet/deputado/bandep/178852.jpg,masculino,AP,PSD,344,4,3215-5344,dep.marcosreategui@camara.gov.br
266,160576,Titular,64,5830525,CESAR HANNA HALUM,CÉSAR HALUM,http://www.camara.gov.br/internet/deputado/bandep/160576.jpg,masculino,TO,PRB,422,4,3215-5422,dep.cesarhalum@camara.gov.br
267,4931,Titular,408,5830526,IZALCI LUCAS FERREIRA,IZALCI LUCAS,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,masculino,DF,PSDB,602,4,3215-5602,dep.izalcilucas@camara.gov.br
268,73482,Titular,498,5830527,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,masculino,RS,PT,256,4,3215-5256,dep.henriquefontana@camara.gov.br
269,114941,Titular,62,5830528,JOSINIANE BRAGA NUNES,JOSI NUNES,http://www.camara.gov.br/internet/deputado/bandep/114941.jpg,feminino,TO,PMDB,950,4,3215-5950,dep.josinunes@camara.gov.br
270,178977,Titular,353,5830529,EDUARDO PEDROSA CURY,EDUARDO CURY,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,masculino,SP,PSDB,368,3,3215-5368,dep.eduardocury@camara.gov.br
271,74459,Titular,109,5830530,ÁTILA FREITAS LIRA,ÁTILA LIRA,http://www.camara.gov.br/internet/deputado/bandep/74459.jpg,masculino,PI,PSB,640,4,3215-5640,dep.atilalira@camara.gov.br
272,178928,Titular,442,5830531,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,feminino,PR,PR,201,4,3215-5201,dep.christianedesouzayared@camara.gov.br
273,160628,Titular,153,5830532,LUCIANA BARBOSA DE OLIVEIRA SANTOS,LUCIANA SANTOS,http://www.camara.gov.br/internet/deputado/bandep/160628.jpg,feminino,PE,PCdoB,524,4,3215-5524,dep.lucianasantos@camara.gov.br
274,74376,Titular,438,5830534,VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,http://www.camara.gov.br/internet/deputado/bandep/74376.jpg,masculino,MS,PT,838,4,3215-5838,dep.vanderloubet@camara.gov.br
275,178871,Titular,274,5830535,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,masculino,ES,PV,443,4,3215-5443,dep.evairvieirademelo@camara.gov.br
276,69871,Titular,184,5830536,JOAO CARLOS BACELAR BATISTA,BACELAR,http://www.camara.gov.br/internet/deputado/bandep/69871.jpg,masculino,BA,PODE,381,3,3215-5381,dep.bacelar@camara.gov.br
277,141500,Titular,257,5830537,MARCOS MONTES CORDEIRO,MARCOS MONTES,http://www.camara.gov.br/internet/deputado/bandep/141500.jpg,masculino,MG,PSD,334,4,3215-5334,dep.marcosmontes@camara.gov.br
278,178912,Titular,135,5830538,PEDRO OLIVEIRA CUNHA LIMA,PEDRO CUNHA LIMA,http://www.camara.gov.br/internet/deputado/bandep/178912.jpg,masculino,PB,PSDB,611,4,3215-5611,dep.pedrocunhalima@camara.gov.br
279,178966,Titular,482,5830539,GEOVANIA DE SA RODRIGUES,GEOVANIA DE SÁ,http://www.camara.gov.br/internet/deputado/bandep/178966.jpg,feminino,SC,PSDB,606,4,3215-5606,dep.geovaniadesa@camara.gov.br
280,178944,Titular,324,5830540,ROBERTO DA SILVA SALES,ROBERTO SALES,http://www.camara.gov.br/internet/deputado/bandep/178944.jpg,masculino,RJ,PRB,332,4,3215-5332,dep.robertosales@camara.gov.br
281,178837,Titular,52,5830541,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,masculino,AC,PT,543,4,3215-5543,dep.angelim@camara.gov.br
282,141507,Titular,480,5830542,MAURO MARIANI,MAURO MARIANI,http://www.camara.gov.br/internet/deputado/bandep/141507.jpg,masculino,SC,PMDB,925,4,3215-5925,dep.mauromariani@camara.gov.br
283,178891,Titular,225,5830543,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg,masculino,MG,PSDB,431,4,3215-5431,dep.caionarcio@camara.gov.br
284,73781,Titular,458,5830544,NELSON MEURER,NELSON MEURER,http://www.camara.gov.br/internet/deputado/bandep/73781.jpg,masculino,PR,PP,916,4,3215-5916,dep.nelsonmeurer@camara.gov.br
285,178915,Titular,141,5830545,HEBERTE LAMARCK GOMES DA SILVA,BETINHO GOMES,http://www.camara.gov.br/internet/deputado/bandep/178915.jpg,masculino,PE,PSDB,269,3,3215-5269,dep.betinhogomes@camara.gov.br
286,160588,Titular,228,5830547,DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,masculino,MG,PSD,307,4,3215-5307,dep.diegoandrade@camara.gov.br
287,160569,Titular,219,5830548,WALDENOR ALVES PEREIRA FILHO,WALDENOR PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/160569.jpg,masculino,BA,PT,954,4,3215-5954,dep.waldenorpereira@camara.gov.br
288,74216,Titular,102,5830549,RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,http://www.camara.gov.br/internet/deputado/bandep/74216.jpg,masculino,CE,PSDB,725,4,3215-5725,dep.raimundogomesdematos@camara.gov.br
289,178953,Titular,44,5830550,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,masculino,RO,PSD,943,4,3215-5943,dep.expeditonetto@camara.gov.br
290,74017,Titular,323,5830551,PAULO FERNANDO FEIJO TORRES,PAULO FEIJÓ,http://www.camara.gov.br/internet/deputado/bandep/74017.jpg,masculino,RJ,PR,336,4,3215-5336,dep.paulofeijo@camara.gov.br
291,141427,Titular,238,5830552,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,masculino,MG,PMDB,452,4,3215-5452,dep.fabioramalho@camara.gov.br
292,160426,Titular,413,5830553,ROGÉRIO SCHUMANN ROSSO,ROGÉRIO ROSSO,http://www.camara.gov.br/internet/deputado/bandep/160426.jpg,masculino,DF,PSD,283,3,3215-5283,dep.rogeriorosso@camara.gov.br
293,141515,Titular,316,5830554,OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg,masculino,RJ,PSDB,225,4,3215-5225,dep.otavioleite@camara.gov.br
294,178842,Titular,167,5830555,JOAO HENRIQUE HOLANDA  CALDAS,JHC,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg,masculino,AL,PSB,958,4,3215-5958,dep.jhc@camara.gov.br
295,178985,Titular,378,5830556,MIGUEL LOMBARDI,MIGUEL LOMBARDI,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg,masculino,SP,PR,835,4,3215-5835,dep.miguellombardi@camara.gov.br
296,178858,Titular,208,5830558,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,masculino,BA,PP,517,4,3215-5517,dep.marionegromontejr@camara.gov.br
297,178878,Titular,429,5830559,GIUSEPPE VECCI,GIUSEPPE VECCI,http://www.camara.gov.br/internet/deputado/bandep/178878.jpg,masculino,GO,PSDB,383,3,3215-5383,dep.giuseppevecci@camara.gov.br
298,160630,Titular,409,5830560,SÁGUAS MORAES SOUSA,SÁGUAS MORAES,http://www.camara.gov.br/internet/deputado/bandep/160630.jpg,masculino,MT,PT,371,3,3215-5371,dep.saguasmoraes@camara.gov.br
299,141398,Titular,398,5830561,CARLOS ALBERTO ROLIM ZARATTINI,CARLOS ZARATTINI,http://www.camara.gov.br/internet/deputado/bandep/141398.jpg,masculino,SP,PT,808,4,3215-5808,dep.carloszarattini@camara.gov.br
300,74235,Titular,281,5830562,MARCUS ANTÔNIO VICENTE,MARCUS VICENTE,http://www.camara.gov.br/internet/deputado/bandep/74235.jpg,masculino,ES,PP,360,4,3215-5360,dep.marcusvicente@camara.gov.br
301,178947,Titular,329,5830563,SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,http://www.camara.gov.br/internet/deputado/bandep/178947.jpg,masculino,RJ,DEM,560,4,3215-5560,dep.sostenescavalcante@camara.gov.br
302,74172,Titular,298,5830564,WANDERLEY ALVES DE OLIVEIRA,DELEY,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,masculino,RJ,PTB,742,4,3215-5742,dep.deley@camara.gov.br
303,178881,Titular,68,5830565,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,masculino,MA,PODE,931,4,3215-5931,dep.aluisiomendes@camara.gov.br
304,178861,Titular,216,5830566,RONALDO CARLETTO,RONALDO CARLETTO,http://www.camara.gov.br/internet/deputado/bandep/178861.jpg,masculino,BA,PP,262,4,3215-5262,dep.ronaldocarletto@camara.gov.br
305,141484,Titular,29,5830567,LÚCIO DUTRA VALE,LÚCIO VALE,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg,masculino,PA,PR,822,4,3215-5822,dep.luciovale@camara.gov.br
306,160527,Titular,129,5830568,AGUINALDO VELLOSO BORGES RIBEIRO,AGUINALDO RIBEIRO,http://www.camara.gov.br/internet/deputado/bandep/160527.jpg,masculino,PB,PP,735,4,3215-5735,dep.aguinaldoribeiro@camara.gov.br
307,178969,Titular,177,5830569,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,masculino,SE,PSD,286,3,3215-5286,dep.fabiomitidieri@camara.gov.br
308,160619,Titular,201,5830570,JOSÉ NUNES SOARES,JOSÉ NUNES,http://www.camara.gov.br/internet/deputado/bandep/160619.jpg,masculino,BA,PSD,728,4,3215-5728,dep.josenunes@camara.gov.br
309,74090,Titular,38,5830571,ÁTILA SIDNEY LINS ALBUQUERQUE,ÁTILA LINS,http://www.camara.gov.br/internet/deputado/bandep/74090.jpg,masculino,AM,PSD,730,4,3215-5730,dep.atilalins@camara.gov.br
310,105112,Titular,14,5830572,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg,masculino,AP,PMDB,380,3,3215-5380,dep.cabucuborges@camara.gov.br
311,73466,Titular,460,5830573,RUBENS BUENO,RUBENS BUENO,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,masculino,PR,PPS,623,4,3215-5623,dep.rubensbueno@camara.gov.br
312,73586,Titular,250,5830574,JÚLIO CÉSAR DELGADO,JÚLIO DELGADO,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,masculino,MG,PSB,323,4,3215-5323,dep.juliodelgado@camara.gov.br
313,74419,Titular,143,5830575,LUIZ GONZAGA PATRIOTA,GONZAGA PATRIOTA,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,masculino,PE,PSB,430,4,3215-5430,dep.gonzagapatriota@camara.gov.br
314,160592,Titular,468,5830576,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,http://www.camara.gov.br/internet/deputado/bandep/160592.jpg,masculino,PR,PT,613,4,3215-5613,dep.zecadirceu@camara.gov.br
315,74762,Titular,265,5830577,JOSÉ SARAIVA FELIPE,SARAIVA FELIPE,http://www.camara.gov.br/internet/deputado/bandep/74762.jpg,masculino,MG,PMDB,429,4,3215-5429,dep.saraivafelipe@camara.gov.br
316,160667,Titular,348,5830578,GUILHERME MUSSI FERREIRA,GUILHERME MUSSI,http://www.camara.gov.br/internet/deputado/bandep/160667.jpg,masculino,SP,PP,712,4,3215-5712,dep.guilhermemussi@camara.gov.br
317,74553,Titular,207,5830579,JOSÉ CARLOS ALELUIA COSTA,JOSÉ CARLOS ALELUIA,http://www.camara.gov.br/internet/deputado/bandep/74553.jpg,masculino,BA,DEM,854,4,3215-5854,dep.josecarlosaleluia@camara.gov.br
318,178845,Titular,173,5830580,RONALDO AUGUSTO LESSA SANTOS,RONALDO LESSA,http://www.camara.gov.br/internet/deputado/bandep/178845.jpg,masculino,AL,PDT,722,4,3215-5722,dep.ronaldolessa@camara.gov.br
319,178937,Titular,286,5830582,ALTINEU CÔRTES FREITAS COUTINHO,ALTINEU CÔRTES,http://www.camara.gov.br/internet/deputado/bandep/178937.jpg,masculino,RJ,PMDB,578,3,3215-5578,dep.altineucortes@camara.gov.br
320,178917,Titular,149,5830583,JOAO FERNANDO PONTUAL COUTINHO,JOÃO FERNANDO COUTINHO,http://www.camara.gov.br/internet/deputado/bandep/178917.jpg,masculino,PE,PSB,567,3,32155567,dep.joaofernandocoutinho@camara.gov.br
321,178897,Titular,260,5830584,RODRIGO OTAVIO SOARES PACHECO,RODRIGO PACHECO,http://www.camara.gov.br/internet/deputado/bandep/178897.jpg,masculino,MG,PMDB,510,4,3215-5510,dep.rodrigopacheco@camara.gov.br
322,178876,Titular,417,5830585,CELIO ANTONIO DA SILVEIRA,CÉLIO SILVEIRA,http://www.camara.gov.br/internet/deputado/bandep/178876.jpg,masculino,GO,PSDB,565,3,3215-5565,dep.celiosilveira@camara.gov.br
323,178988,Titular,364,5830586,JOAO PAULO TAVARES PAPA,JOÃO PAULO PAPA,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg,masculino,SP,PSDB,476,3,3215-5476,dep.joaopaulopapa@camara.gov.br
324,178950,Titular,121,5830587,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,masculino,RN,PODE,230,4,3215-5230,dep.antoniojacome@camara.gov.br
325,74655,Titular,230,5830588,EDUARDO LUIZ BARROS BARBOSA,EDUARDO BARBOSA,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,masculino,MG,PSDB,540,4,3215-1540,dep.eduardobarbosa@camara.gov.br
326,73424,Titular,327,5830589,SIMÃO SESSIM,SIMÃO SESSIM,http://www.camara.gov.br/internet/deputado/bandep/73424.jpg,masculino,RJ,PP,709,4,3215-5709,dep.simaosessim@camara.gov.br
327,73535,Titular,363,5830590,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,masculino,SP,DEM,538,4,3215-5538,dep.jorgetadeumudalen@camara.gov.br
328,178972,Titular,331,5830591,ALEX SPINELLI MANENTE,ALEX MANENTE,http://www.camara.gov.br/internet/deputado/bandep/178972.jpg,masculino,SP,PPS,245,4,3215-5245,dep.alexmanente@camara.gov.br
329,74574,Titular,214,5830592,PAULO SÉRGIO PARANHOS DE MAGALHÃES,PAULO MAGALHÃES,http://www.camara.gov.br/internet/deputado/bandep/74574.jpg,masculino,BA,PSD,903,4,3215-5903,dep.paulomagalhaes@camara.gov.br
330,178920,Titular,157,5830593,RICARDO TEOBALDO CAVALCANTI,RICARDO TEOBALDO,http://www.camara.gov.br/internet/deputado/bandep/178920.jpg,masculino,PE,PODE,603,4,3215-5603,dep.ricardoteobaldo@camara.gov.br
331,118594,Titular,369,5830594,MARCELO SQUASSONI,MARCELO SQUASSONI,http://www.camara.gov.br/internet/deputado/bandep/118594.jpg,masculino,SP,PRB,550,4,3215-5550,dep.marcelosquassoni@camara.gov.br
332,178900,Titular,433,5830595,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg,masculino,MS,PMDB,856,4,3215-5856,dep.carlosmarun@camara.gov.br
333,146788,Titular,236,5830596,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg,masculino,MG,PHS,280,3,3215-5280,dep.marceloaro@camara.gov.br
334,141470,Titular,103,5830597,JOSÉ NOBRE GUIMARÃES,JOSÉ GUIMARÃES,http://www.camara.gov.br/internet/deputado/bandep/141470.jpg,masculino,CE,PT,306,4,3215-5306,dep.joseguimaraes@camara.gov.br
335,160758,Titular,233,5830599,DOMINGOS SÁVIO CAMPOS RESENDE,DOMINGOS SÁVIO,http://www.camara.gov.br/internet/deputado/bandep/160758.jpg,masculino,MG,PSDB,345,4,3215-5345,dep.domingossavio@camara.gov.br
336,141430,Titular,301,5830600,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,masculino,RJ,PROS,216,4,3215-5216,dep.felipebornier@camara.gov.br
337,178864,Titular,92,5830601,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg,masculino,CE,PP,335,4,3215-5335,dep.adailcarneiro@camara.gov.br
338,73674,Titular,427,5830602,ROBERTO EGÍDIO BALESTRA,ROBERTO BALESTRA,http://www.camara.gov.br/internet/deputado/bandep/73674.jpg,masculino,GO,PP,219,4,3215-5219,dep.robertobalestra@camara.gov.br
339,178991,Titular,390,5830603,SERGIO BAVINI,SÉRGIO REIS,http://www.camara.gov.br/internet/deputado/bandep/178991.jpg,masculino,SP,PRB,213,4,3215-5213,dep.sergioreis@camara.gov.br
340,134812,Titular,27,5830604,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,masculino,PA,PSOL,301,4,3215-5301,dep.edmilsonrodrigues@camara.gov.br
341,178867,Titular,104,5830605,JOSE MARIA MACEDO JUNIOR,MACEDO,http://www.camara.gov.br/internet/deputado/bandep/178867.jpg,masculino,CE,PP,214,4,3215-5214,dep.macedo@camara.gov.br
342,178886,Titular,79,5830606,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,JUSCELINO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178886.jpg,masculino,MA,DEM,370,3,3215-5370,dep.juscelinofilho@camara.gov.br
343,178975,Titular,342,5830607,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,masculino,SP,PMDB,829,4,3215-5829,dep.baleiarossi@camara.gov.br
344,141529,Titular,211,5830608,ROBERTO PEREIRA DE BRITTO,ROBERTO BRITTO,http://www.camara.gov.br/internet/deputado/bandep/141529.jpg,masculino,BA,PP,733,4,3215-5733,dep.robertobritto@camara.gov.br
345,160553,Titular,189,5830609,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,ANTONIO BRITO,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,masculino,BA,PSD,479,3,3215-5479,dep.antoniobrito@camara.gov.br
346,141487,Titular,256,5830610,LUIZ FERNANDO RAMOS FARIA,LUIZ FERNANDO FARIA,http://www.camara.gov.br/internet/deputado/bandep/141487.jpg,masculino,MG,PP,832,4,3215-5832,dep.luizfernandofaria@camara.gov.br
347,129037,Titular,244,5830611,GABRIEL GUIMARÃES DE ANDRADE,GABRIEL GUIMARÃES,http://www.camara.gov.br/internet/deputado/bandep/129037.jpg,masculino,MG,PT,821,4,3215-5821,dep.gabrielguimaraes@camara.gov.br
348,160573,Titular,455,5830612,JOÃO JOSÉ DE ARRUDA JÚNIOR,JOÃO ARRUDA,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,masculino,PR,PMDB,633,4,3215-5633,dep.joaoarruda@camara.gov.br
349,178834,Titular,185,5830613,ADALBERTO SOUZA GALVÃO,BEBETO,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,masculino,BA,PSB,541,4,3215-5541,dep.bebeto@camara.gov.br
350,133439,Titular,89,5830614,ANDRÉ PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,http://www.camara.gov.br/internet/deputado/bandep/133439.jpg,masculino,CE,PDT,940,4,3215-5940,dep.andrefigueiredo@camara.gov.br
351,74749,Titular,252,5830615,MAURO RIBEIRO LOPES,MAURO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74749.jpg,masculino,MG,PMDB,844,4,3215-5844,dep.maurolopes@camara.gov.br
352,141516,Titular,263,5830616,PAULO ABI-ACKEL,PAULO ABI-ACKEL,http://www.camara.gov.br/internet/deputado/bandep/141516.jpg,masculino,MG,PSDB,460,4,3215-5460,dep.pauloabiackel@camara.gov.br
353,160604,Titular,481,5830617,PEDRO FRANCISCO UCZAI,PEDRO UCZAI,http://www.camara.gov.br/internet/deputado/bandep/160604.jpg,masculino,SC,PT,229,4,3215-5229,dep.pedrouczai@camara.gov.br
