,ideCadastro,nome,nomeParlamentar,sexo,uf,partido,condicao,email,urlFoto,fone,qtdPropostas,qtdPresencas,qtdAusencias
243,178947,SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,masculino,RJ,DEM,Titular,dep.sostenescavalcante@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178947.jpg,3215-5560,6,41,7
244,74172,WANDERLEY ALVES DE OLIVEIRA,DELEY,masculino,RJ,PTB,Titular,dep.deley@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,3215-5742,1,37,9
245,178881,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,masculino,MA,PODE,Titular,dep.aluisiomendes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,3215-5931,2,9,7
246,178881,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,masculino,MA,PODE,Titular,dep.aluisiomendes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,3215-5931,2,9,11
247,178881,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,masculino,MA,PODE,Titular,dep.aluisiomendes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,3215-5931,2,21,7
248,178881,ALUISIO GUIMARAES MENDES FILHO,ALUISIO MENDES,masculino,MA,PODE,Titular,dep.aluisiomendes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,3215-5931,2,21,11
249,178861,RONALDO CARLETTO,RONALDO CARLETTO,masculino,BA,PP,Titular,dep.ronaldocarletto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178861.jpg,3215-5262,7,39,8
250,141484,LÚCIO DUTRA VALE,LÚCIO VALE,masculino,PA,PR,Titular,dep.luciovale@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg,3215-5822,10,35,13
251,178969,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,masculino,SE,PSD,Titular,dep.fabiomitidieri@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,3215-5286,8,39,8
252,105112,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,masculino,AP,PMDB,Titular,dep.cabucuborges@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg,3215-5380,3,41,5
253,73466,RUBENS BUENO,RUBENS BUENO,masculino,PR,PPS,Titular,dep.rubensbueno@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,3215-5623,2,44,2
254,74553,JOSÉ CARLOS ALELUIA COSTA,JOSÉ CARLOS ALELUIA,masculino,BA,DEM,Titular,dep.josecarlosaleluia@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74553.jpg,3215-5854,1,41,7
255,178937,ALTINEU CÔRTES FREITAS COUTINHO,ALTINEU CÔRTES,masculino,RJ,PMDB,Titular,dep.altineucortes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178937.jpg,3215-5578,4,32,15
256,178897,RODRIGO OTAVIO SOARES PACHECO,RODRIGO PACHECO,masculino,MG,PMDB,Titular,dep.rodrigopacheco@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178897.jpg,3215-5510,3,34,12
257,178876,CELIO ANTONIO DA SILVEIRA,CÉLIO SILVEIRA,masculino,GO,PSDB,Titular,dep.celiosilveira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178876.jpg,3215-5565,11,39,9
258,178988,JOAO PAULO TAVARES PAPA,JOÃO PAULO PAPA,masculino,SP,PSDB,Titular,dep.joaopaulopapa@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg,3215-5476,1,41,5
259,178950,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,masculino,RN,PODE,Titular,dep.antoniojacome@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,3215-5230,2,8,8
260,178950,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,masculino,RN,PODE,Titular,dep.antoniojacome@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,3215-5230,2,8,9
261,178950,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,masculino,RN,PODE,Titular,dep.antoniojacome@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,3215-5230,2,22,8
262,178950,ANTONIO JACOME DE LIMA JUNIOR,ANTÔNIO JÁCOME,masculino,RN,PODE,Titular,dep.antoniojacome@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,3215-5230,2,22,9
263,74655,EDUARDO LUIZ BARROS BARBOSA,EDUARDO BARBOSA,masculino,MG,PSDB,Titular,dep.eduardobarbosa@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,3215-1540,2,43,5
264,73424,SIMÃO SESSIM,SIMÃO SESSIM,masculino,RJ,PP,Titular,dep.simaosessim@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73424.jpg,3215-5709,1,40,8
265,178972,ALEX SPINELLI MANENTE,ALEX MANENTE,masculino,SP,PPS,Titular,dep.alexmanente@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178972.jpg,3215-5245,4,35,13
266,74574,PAULO SÉRGIO PARANHOS DE MAGALHÃES,PAULO MAGALHÃES,masculino,BA,PSD,Titular,dep.paulomagalhaes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74574.jpg,3215-5903,1,39,9
267,118594,MARCELO SQUASSONI,MARCELO SQUASSONI,masculino,SP,PRB,Titular,dep.marcelosquassoni@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/118594.jpg,3215-5550,5,33,14
268,178900,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,masculino,MS,PMDB,Titular,dep.carlosmarun@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg,3215-5856,1,20,26
269,146788,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,masculino,MG,PHS,Titular,dep.marceloaro@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg,3215-5280,3,26,21
270,141470,JOSÉ NOBRE GUIMARÃES,JOSÉ GUIMARÃES,masculino,CE,PT,Titular,dep.joseguimaraes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141470.jpg,3215-5306,3,28,19
271,141430,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,masculino,RJ,PROS,Titular,dep.felipebornier@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,3215-5216,13,30,15
272,178864,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,masculino,CE,PP,Titular,dep.adailcarneiro@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg,3215-5335,5,28,20
273,134812,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,masculino,PA,PSOL,Titular,dep.edmilsonrodrigues@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,3215-5301,2,45,3
274,178975,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,masculino,SP,PMDB,Titular,dep.baleiarossi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,3215-5829,3,36,11
275,160553,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,ANTONIO BRITO,masculino,BA,PSD,Titular,dep.antoniobrito@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,3215-5479,2,29,16
276,160573,JOÃO JOSÉ DE ARRUDA JÚNIOR,JOÃO ARRUDA,masculino,PR,PMDB,Titular,dep.joaoarruda@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg,3215-5633,2,36,12
277,133439,ANDRÉ PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,masculino,CE,PDT,Titular,dep.andrefigueiredo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/133439.jpg,3215-5940,14,43,4
278,141516,PAULO ABI-ACKEL,PAULO ABI-ACKEL,masculino,MG,PSDB,Titular,dep.pauloabiackel@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141516.jpg,3215-5460,4,31,16
279,160604,PEDRO FRANCISCO UCZAI,PEDRO UCZAI,masculino,SC,PT,Titular,dep.pedrouczai@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160604.jpg,3215-5229,2,25,22
280,160572,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,masculino,PE,PTB,Titular,dep.jorgecortereal@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,3215-5621,6,37,10
281,178830,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,masculino,SP,PODE,Titular,dep.dr.sinvalmalheiros@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,3215-5520,6,12,4
282,178830,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,masculino,SP,PODE,Titular,dep.dr.sinvalmalheiros@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,3215-5520,6,12,8
283,178830,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,masculino,SP,PODE,Titular,dep.dr.sinvalmalheiros@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,3215-5520,6,24,4
284,178830,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,masculino,SP,PODE,Titular,dep.dr.sinvalmalheiros@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,3215-5520,6,24,8
285,178956,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,feminino,RO,PSDB,Titular,dep.marianacarvalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178956.jpg,3215-5508,20,25,22
286,178923,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,masculino,PE,PTB,Titular,dep.zecacavalcanti@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178923.jpg,3215-5318,1,37,10
287,73486,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,masculino,RS,PDT,Titular,dep.pompeodemattos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg,3215-5704,13,37,10
288,178848,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,feminino,AM,PP,Titular,dep.conceicaosampaio@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,3215-5515,3,42,6
289,164360,CARMEN EMÍLIA BONFÁ ZANOTTO,CARMEN ZANOTTO,feminino,SC,PPS,Titular,dep.carmenzanotto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,3215-5240,2,32,16
290,141555,VINICIUS RAPOZO DE CARVALHO,VINICIUS CARVALHO,masculino,SP,PRB,Titular,dep.viniciuscarvalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141555.jpg,3215-5356,8,26,22
291,74449,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,masculino,MA,PTB,Titular,dep.pedrofernandes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg,3215-5814,4,42,4
292,133373,MARCO AURÉLIO SPALL MAIA,MARCO MAIA,masculino,RS,PT,Titular,dep.marcomaia@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/133373.jpg,3215-5964,19,16,31
293,141488,LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,masculino,SP,PT,Titular,dep.pauloteixeira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141488.jpg,3215-5281,3,26,21
294,178926,RODRIGO RODRIGUES DE SOUZA MARTINS,RODRIGO MARTINS,masculino,PI,PSB,Titular,dep.rodrigomartins@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178926.jpg,3215-5558,2,41,7
295,160596,HEULER ABREU CRUVINEL,HEULER CRUVINEL,masculino,GO,PSD,Titular,dep.heulercruvinel@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160596.jpg,3215-5536,52,35,13
296,178869,VITOR PEREIRA VALIM,VITOR VALIM,masculino,CE,PMDB,Titular,dep.vitorvalim@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178869.jpg,3215-5545,29,37,10
297,136811,JOSÉ ALFONSO EBERT HAMM,AFONSO HAMM,masculino,RS,PP,Titular,dep.afonsohamm@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/136811.jpg,3215-5604,2,34,13
298,141560,WALTER SHINDI IIHOSHI,WALTER IHOSHI,masculino,SP,PSD,Titular,dep.walterihoshi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141560.jpg,3215-5372,4,37,9
299,178828,EVANDRO HERRERA BERTONE GUSSI,EVANDRO GUSSI,masculino,SP,PV,Titular,dep.evandrogussi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178828.jpg,3215-5433,1,17,28
300,143632,DOMINGOS GOMES DE AGUIAR NETO,DOMINGOS NETO,masculino,CE,PSD,Titular,dep.domingosneto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,3215-5546,1,28,20
301,74171,FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,masculino,RJ,PSOL,Titular,dep.chicoalencar@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,3215-5848,5,45,3
302,160538,ELVINO JOSÉ BOHN GASS,BOHN GASS,masculino,RS,PT,Titular,dep.bohngass@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg,3215-5469,2,33,14
303,178884,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,masculino,MA,PMDB,Titular,dep.hildorocha@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,3215-5734,10,41,6
304,73701,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,feminino,RJ,PT,Titular,dep.beneditadasilva@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73701.jpg,3215-5330,4,30,18
305,178967,JOAO PAULO KARAM KLEINUBING,JOÃO PAULO KLEINÜBING,masculino,SC,PSD,Titular,dep.joaopaulokleinubing@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178967.jpg,3215-5703,2,42,6
306,160589,BRUNA DIAS FURLAN,BRUNA FURLAN,feminino,SP,PSDB,Titular,dep.brunafurlan@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160589.jpg,3215-5836,2,18,30
307,178854,ELMAR JOSE VIEIRA NASCIMENTO,ELMAR NASCIMENTO,masculino,BA,DEM,Titular,dep.elmarnascimento@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,3215-5935,1,37,10
308,178997,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,masculino,CE,PMDB,Titular,dep.mosesrodrigues@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg,3215-5809,9,36,12
309,74400,PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,masculino,RS,PT,Titular,dep.paulopimenta@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74400.jpg,3215-5552,3,23,25
310,160509,JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,masculino,SC,PR,Titular,dep.jorginhomello@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160509.jpg,3215-5329,5,34,12
311,178929,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,masculino,PR,PHS,Titular,dep.diegogarcia@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,3215-5745,5,19,29
312,74467,DAMIÃO FELICIANO DA SILVA,DAMIÃO FELICIANO,masculino,PB,PDT,Titular,dep.damiaofeliciano@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,3215-5938,10,34,14
313,74385,HIDEKAZU TAKAYAMA,TAKAYAMA,masculino,PR,PSC,Titular,dep.takayama@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74385.jpg,3215-5910,1,32,14
314,166401,NILSON APARECIDO LEITÃO,NILSON LEITÃO,masculino,MT,PSDB,Titular,dep.nilsonleitao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/166401.jpg,3215-5825,2,32,16
315,178832,LEANDRE DAL PONTE,LEANDRE,feminino,PR,PV,Titular,dep.leandre@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg,3215-5454,7,36,11
316,160640,EROS FERREIRA BIONDINI,EROS BIONDINI,masculino,MG,PROS,Titular,dep.erosbiondini@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,3215-5321,4,31,16
317,171623,FABIO DE ALMEIDA REIS,FABIO REIS,masculino,SE,PMDB,Titular,dep.fabioreis@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,3215-5456,3,41,6
318,178895,MISAEL ARTUR FERREIRA VARELLA,MISAEL VARELLA,masculino,MG,DEM,Titular,dep.misaelvarella@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178895.jpg,3215-5721,1,33,15
319,178874,ANTONIO SERGIO ALVES VIDIGAL,SERGIO VIDIGAL,masculino,ES,PDT,Titular,dep.sergiovidigal@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178874.jpg,3215-5812,7,39,8
320,160639,MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA SEABRA REZENDE,feminino,TO,DEM,Titular,dep.professoradorinhaseabrarezende@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160639.jpg,3215-5432,3,34,12
321,74862,MIRO TEIXEIRA,MIRO TEIXEIRA,masculino,RJ,REDE,Titular,dep.miroteixeira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74862.jpg,3215-5270,2,47,1
322,178948,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETO ROSADO,masculino,RN,PP,Titular,dep.betorosado@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178948.jpg,3215-5840,4,21,25
323,141417,ÉDIO VIEIRA LOPES,EDIO LOPES,masculino,RR,PR,Titular,dep.ediolopes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,3215-5408,1,32,15
324,74585,LINCOLN DINIZ PORTELA,LINCOLN PORTELA,masculino,MG,PRB,Titular,dep.lincolnportela@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74585.jpg,3215-5615,10,34,14
325,178840,WHERLES FERNANDES DA ROCHA,ROCHA,masculino,AC,PSDB,Titular,dep.rocha@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178840.jpg,3215-5607,8,37,11
326,160559,ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,masculino,RS,PMDB,Titular,dep.alceumoreira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160559.jpg,3215-5238,7,39,8
327,141440,FRANCISCO LOPES DA SILVA,CHICO LOPES,masculino,CE,PCdoB,Titular,dep.chicolopes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,3215-5310,2,46,2
328,144523,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,masculino,GO,PMDB,Titular,dep.danielvilela@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,3215-5471,10,27,20
329,178856,JOAO GUALBERTO VASCONCELOS,JOÃO GUALBERTO,masculino,BA,PSDB,Titular,dep.joaogualberto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178856.jpg,3215-5358,2,23,24
330,178999,BRUNIELE FERREIRA GOMES,BRUNNY,feminino,MG,PR,Titular,dep.brunny@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg,3215-5260,1,19,27
331,178982,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,masculino,SP,PSB,Titular,dep.luizlaurofilho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg,3215-5418,3,40,8
332,160651,ROGÉRIO MENDONÇA,ROGÉRIO PENINHA MENDONÇA,masculino,SC,PMDB,Titular,dep.rogeriopeninhamendonca@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160651.jpg,3215-5656,7,47,1
333,178942,MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,masculino,RJ,PMDB,Titular,dep.marcoantoniocabral@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178942.jpg,3215-5585,15,33,12
334,178964,HEITOR JOSE SCHUCH,HEITOR SCHUCH,masculino,RS,PSB,Titular,dep.heitorschuch@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg,3215-5277,1,40,6
335,178892,DAMINA DE CARVALHO PEREIRA,DÂMINA PEREIRA,feminino,MG,PSL,Titular,dep.daminapereira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178892.jpg,3215-5434,3,33,14
336,178872,GIVALDO VIEIRA DA SILVA,GIVALDO VIEIRA,masculino,ES,PT,Titular,dep.givaldovieira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178872.jpg,3215-5805,3,24,24
337,160677,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,masculino,RJ,DEM,Titular,dep.franciscofloriano@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,3215-5719,68,36,10
338,137070,VICENTE ALVES DE OLIVEIRA JUNIOR,VICENTINHO JÚNIOR,masculino,TO,PR,Titular,dep.vicentinhojunior@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/137070.jpg,3215-5817,2,35,12
339,141445,GILBERTO JOSÉ SPIER VARGAS,PEPE VARGAS,masculino,RS,PT,Titular,dep.pepevargas@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141445.jpg,3215-5858,1,39,8
340,178913,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,VENEZIANO VITAL DO RÊGO,masculino,PB,PMDB,Titular,dep.venezianovitaldorego@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178913.jpg,3215-5833,37,40,8
341,74262,CARLOS HENRIQUE FOCESI SAMPAIO,CARLOS SAMPAIO,masculino,SP,PSDB,Titular,dep.carlossampaio@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74262.jpg,3215-5207,2,25,22
342,74571,NELSON VICENTE PORTELA PELLEGRINO,NELSON PELLEGRINO,masculino,BA,PT,Titular,dep.nelsonpellegrino@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74571.jpg,3215-5826,4,39,8
343,74383,FERNANDO LÚCIO GIACOBO,GIACOBO,masculino,PR,PR,Titular,dep.giacobo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,3215-5762,1,14,32
344,160575,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,feminino,DF,PT,Titular,dep.erikakokay@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,3215-5203,12,39,8
345,97707,HERÁCLITO DE SOUSA FORTES,HERÁCLITO FORTES,masculino,PI,PSB,Titular,dep.heraclitofortes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,3215-5708,1,40,7
346,74651,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,masculino,MG,DEM,Titular,dep.carlosmelles@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,3215-5243,1,25,22
347,178983,MARCIO LUIZ ALVINO DE SOUZA,MARCIO ALVINO,masculino,SP,PR,Titular,dep.marcioalvino@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178983.jpg,3215-5331,1,46,2
348,74847,JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,masculino,RJ,PSC,Titular,dep.jairbolsonaro@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg,3215-5482,5,42,6
349,178933,SERGIO DE SOUZA,SERGIO SOUZA,masculino,PR,PMDB,Titular,dep.sergiosouza@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178933.jpg,3215-5702,3,38,9
350,141503,MARIA DO SOCORRO JÔ MORAES,JÔ MORAES,feminino,MG,PCdoB,Titular,dep.jomoraes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141503.jpg,3215-5322,3,37,10
351,160672,JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,masculino,RJ,PSOL,Titular,dep.jeanwyllys@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160672.jpg,3215-5646,11,39,9
352,160552,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,masculino,RS,PSD,Titular,dep.danrleidedeushinterholz@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,3215-5566,5,27,19
353,178879,LUCAS DE CASTRO SANTOS,LUCAS VERGILIO,masculino,GO,SD,Titular,dep.lucasvergilio@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178879.jpg,3215-5816,3,43,4
354,178849,HISSA NAGIB ABRAHAO FILHO,HISSA ABRAHÃO,masculino,AM,PDT,Titular,dep.hissaabrahao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178849.jpg,3215-5272,2,24,23
355,178954,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,masculino,RO,PMDB,Titular,dep.luciomosquini@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178954.jpg,3215-5333,6,34,13
356,160659,IOLANDA KEIKO MIASHIRO OTA,KEIKO OTA,feminino,SP,PSB,Titular,dep.keikoota@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160659.jpg,3215-5523,1,35,11
357,178901,TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,feminino,MS,S.PART.,Titular,dep.terezacristina@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178901.jpg,3215-5448,2,27,20
358,141483,LINDOMAR BARBOSA ALVES,LINDOMAR GARÇON,masculino,RO,PRB,Titular,dep.lindomargarcon@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141483.jpg,3215-5548,12,34,14
359,166402,MAGDA MOFATTO HON,MAGDA MOFATTO,feminino,GO,PR,Titular,dep.magdamofatto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/166402.jpg,3215-5934,1,36,11
360,177282,LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,masculino,MG,PDT,Titular,dep.subtenentegonzaga@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/177282.jpg,3215-5750,6,39,7
361,160510,LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS TIBÉ,masculino,MG,AVANTE,Titular,dep.luistibe@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160510.jpg,3215-5632,6,24,24
362,141434,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,masculino,AC,PMDB,Titular,dep.flavianomelo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,3215-5224,1,32,15
363,159238,MARCUS VINÍCIUS CAETANO PESTANA DA SILVA,MARCUS PESTANA,masculino,MG,PSDB,Titular,dep.marcuspestana@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/159238.jpg,3215-5715,1,40,7
364,160602,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,masculino,PA,PPS,Titular,dep.arnaldojordy@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160602.jpg,3215-5506,6,35,13
