,Unnamed: 0,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes,qtdPropostas,qtdPresencas,qtdAusencias
185,183,141542,2566.0,Titular,512,5830340,SÉRGIO IVAN MORAES,SÉRGIO MORAES,http://www.camara.gov.br/internet/deputado/bandep/141542.jpg,masculino,RS,PTB,258,4,3215-5258,dep.sergiomoraes@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,11
186,184,67138,2707.0,Titular,113,5830389,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,IRACEMA PORTELLA,http://www.camara.gov.br/internet/deputado/bandep/67138.jpg,feminino,PI,PP,924,4,3215-5924,dep.iracemaportella@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,21.0,26
187,185,141464,2441.0,Titular,101,5830501,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,JOSÉ AIRTON CIRILO,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,masculino,CE,PT,319,4,3215-5319,dep.joseairtoncirilo@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,30.0,17
188,186,94931,2746.0,Titular,205,5830430,LÚCIO QUADROS VIEIRA LIMA,LUCIO VIEIRA LIMA,http://www.camara.gov.br/internet/deputado/bandep/94931.jpg,masculino,BA,PMDB,612,4,3215-5612,dep.luciovieiralima@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,26.0,21
189,187,76287,2786.0,Titular,311,5830762,MARCELO VIVIANI GONÇALVES,MARCELO MATOS,http://www.camara.gov.br/internet/deputado/bandep/76287.jpg,masculino,RJ,PHS,579,3,3215-5579,dep.marcelomatos@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,33.0,14
190,188,160570,2864.0,Titular,505,5830478,JERÔNIMO PIZZOLOTTO GOERGEN,JERÔNIMO GOERGEN,http://www.camara.gov.br/internet/deputado/bandep/160570.jpg,masculino,RS,PP,316,4,3215-5316,dep.jeronimogoergen@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,38.0,9
191,189,97707,2032.0,Titular,115,5830716,HERÁCLITO DE SOUSA FORTES,HERÁCLITO FORTES,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,masculino,PI,PSB,708,4,3215-5708,dep.heraclitofortes@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,40.0,7
192,190,160669,2702.0,Titular,99,5830384,GENECIAS MATEUS NORONHA,GENECIAS NORONHA,http://www.camara.gov.br/internet/deputado/bandep/160669.jpg,masculino,CE,SD,244,4,3215-5244,dep.geneciasnoronha@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,20.0,26
193,191,178931,3705.0,Titular,457,5830407,LUCIANO DUCCI,LUCIANO DUCCI,http://www.camara.gov.br/internet/deputado/bandep/178931.jpg,masculino,PR,PSB,427,4,3215-5427,dep.lucianoducci@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,34.0,11
194,192,141441,2477.0,Titular,241,5830739,GEORGE HILTON DOS SANTOS CECÍLIO,GEORGE HILTON,http://www.camara.gov.br/internet/deputado/bandep/141441.jpg,masculino,MG,PSB,804,4,3215-5804,dep.georgehilton@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,29.0,18
195,193,178920,3747.0,Titular,157,5830593,RICARDO TEOBALDO CAVALCANTI,RICARDO TEOBALDO,http://www.camara.gov.br/internet/deputado/bandep/178920.jpg,masculino,PE,PODE,603,4,3215-5603,dep.ricardoteobaldo@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,10.0,6
197,194,160509,2852.0,Titular,476,5830670,JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,http://www.camara.gov.br/internet/deputado/bandep/160509.jpg,masculino,SC,PR,329,4,3215-5329,dep.jorginhomello@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,34.0,12
198,195,113247,3773.0,Titular,393,5830355,VALMIR PRASCIDELLI,VALMIR PRASCIDELLI,http://www.camara.gov.br/internet/deputado/bandep/113247.jpg,masculino,SP,PT,837,4,3215-5837,dep.valmirprascidelli@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,31.0,16
199,196,178856,3687.0,Titular,200,5830693,JOAO GUALBERTO VASCONCELOS,JOÃO GUALBERTO,http://www.camara.gov.br/internet/deputado/bandep/178856.jpg,masculino,BA,PSDB,358,4,3215-5358,dep.joaogualberto@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,23.0,24
200,197,160619,2745.0,Titular,201,5830570,JOSÉ NUNES SOARES,JOSÉ NUNES,http://www.camara.gov.br/internet/deputado/bandep/160619.jpg,masculino,BA,PSD,728,4,3215-5728,dep.josenunes@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,45.0,3
201,198,160592,2849.0,Titular,468,5830576,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,http://www.camara.gov.br/internet/deputado/bandep/160592.jpg,masculino,PR,PT,613,4,3215-5613,dep.zecadirceu@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,19.0,28
202,199,178956,3725.0,Titular,51,5830624,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178956.jpg,feminino,RO,PSDB,508,4,3215-5508,dep.marianacarvalho@camara.gov.br,"{u'titular': None, u'suplente': None}",20.0,25.0,22
203,201,160588,2754.0,Titular,228,5830547,DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,masculino,MG,PSD,307,4,3215-5307,dep.diegoandrade@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,31.0,17
204,202,178852,3722.0,Titular,12,5830524,MARCOS JOSE REATEGUI SOUZA,MARCOS REATEGUI,http://www.camara.gov.br/internet/deputado/bandep/178852.jpg,masculino,AP,PSD,344,4,3215-5344,dep.marcosreategui@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,44.0,4
205,203,136811,2098.0,Titular,487,5830647,JOSÉ ALFONSO EBERT HAMM,AFONSO HAMM,http://www.camara.gov.br/internet/deputado/bandep/136811.jpg,masculino,RS,PP,604,4,3215-5604,dep.afonsohamm@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,34.0,13
206,204,74356,3496.0,Titular,39,5830401,SILAS CÂMARA,SILAS CÂMARA,http://www.camara.gov.br/internet/deputado/bandep/74356.jpg,masculino,AM,PRB,532,4,3215-5532,dep.silascamara@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,25.0,20
207,205,178902,3783.0,Titular,440,5830424,JOSE ORCIRIO MIRANDA DOS SANTOS,ZECA DO PT,http://www.camara.gov.br/internet/deputado/bandep/178902.jpg,masculino,MS,PT,860,4,3215-5860,dep.zecadopt@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,43.0,5
208,206,178888,3776.0,Titular,82,5830507,CARLOS VICTOR GUTERRES MENDES,VICTOR MENDES,http://www.camara.gov.br/internet/deputado/bandep/178888.jpg,masculino,MA,PSD,580,3,3215-5580,dep.victormendes@camara.gov.br,"{u'titular': None, u'suplente': None}",16.0,47.0,1
209,207,178957,3030.0,Titular,1,5830756,ABEL SALVADOR MESQUITA JUNIOR,ABEL MESQUITA JR.,http://www.camara.gov.br/internet/deputado/bandep/178957.jpg,masculino,RR,DEM,248,4,3215-5248,dep.abelmesquitajr@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,35.0,11
210,208,74057,1331.0,Titular,180,5830470,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,feminino,BA,PCdoB,420,4,3215-5420,dep.aliceportugal@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,32.0,15
211,209,160426,2662.0,Titular,413,5830553,ROGÉRIO SCHUMANN ROSSO,ROGÉRIO ROSSO,http://www.camara.gov.br/internet/deputado/bandep/160426.jpg,masculino,DF,PSD,283,3,3215-5283,dep.rogeriorosso@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,34.0,14
212,210,141516,2487.0,Titular,263,5830616,PAULO ABI-ACKEL,PAULO ABI-ACKEL,http://www.camara.gov.br/internet/deputado/bandep/141516.jpg,masculino,MG,PSDB,460,4,3215-5460,dep.pauloabiackel@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,31.0,16
213,211,74848,1775.0,Titular,305,5830367,JANDIRA FEGHALI,JANDIRA FEGHALI,http://www.camara.gov.br/internet/deputado/bandep/74848.jpg,feminino,RJ,PCdoB,622,4,3215-5622,dep.jandirafeghali@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,34.0,14
214,212,74172,1473.0,Titular,298,5830564,WANDERLEY ALVES DE OLIVEIRA,DELEY,http://www.camara.gov.br/internet/deputado/bandep/74172.jpg,masculino,RJ,PTB,742,4,3215-5742,dep.deley@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,37.0,9
215,213,73666,3265.0,Titular,419,5830361,JOVAIR DE OLIVEIRA ARANTES,JOVAIR ARANTES,http://www.camara.gov.br/internet/deputado/bandep/73666.jpg,masculino,GO,PTB,504,4,3215-5504,dep.jovairarantes@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,18.0,27
216,214,178913,3774.0,Titular,137,5830710,VENEZIANO VITAL DO RÊGO SEGUNDO NETO,VENEZIANO VITAL DO RÊGO,http://www.camara.gov.br/internet/deputado/bandep/178913.jpg,masculino,PB,PMDB,833,4,3215-5833,dep.venezianovitaldorego@camara.gov.br,"{u'titular': None, u'suplente': None}",37.0,40.0,8
217,215,74471,1074.0,Titular,140,5830461,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,masculino,PE,PSD,754,4,3215-5754,dep.andredepaula@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,41.0,6
218,216,92346,3088.0,Titular,352,5830315,EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,masculino,SP,PSC,481,3,3215-5481,dep.eduardobolsonaro@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,45.0,2
219,217,141487,2482.0,Titular,256,5830610,LUIZ FERNANDO RAMOS FARIA,LUIZ FERNANDO FARIA,http://www.camara.gov.br/internet/deputado/bandep/141487.jpg,masculino,MG,PP,832,4,3215-5832,dep.luizfernandofaria@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,10
220,218,93472,3078.0,Titular,296,5830347,CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL,http://www.camara.gov.br/internet/deputado/bandep/93472.jpg,feminino,RJ,PTB,644,4,3215-5644,dep.cristianebrasil@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,23.0,22
221,219,178981,3346.0,Titular,362,5830513,HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,http://www.camara.gov.br/internet/deputado/bandep/178981.jpg,masculino,SP,PSD,926,4,3215-5926,dep.herculanopassos@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,42.0,5
222,220,178897,3751.0,Titular,260,5830584,RODRIGO OTAVIO SOARES PACHECO,RODRIGO PACHECO,http://www.camara.gov.br/internet/deputado/bandep/178897.jpg,masculino,MG,PMDB,510,4,3215-5510,dep.rodrigopacheco@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,34.0,12
223,221,141439,2497.0,Titular,293,5830298,FRANCISCO JOSÉ D'ANGELO PINTO,CHICO D'ANGELO,http://www.camara.gov.br/internet/deputado/bandep/141439.jpg,masculino,RJ,PT,542,4,3215-5542,dep.chicodangelo@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,23.0,1
225,222,74171,1468.0,Titular,295,5830653,FRANCISCO RODRIGUES DE ALENCAR FILHO,CHICO ALENCAR,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,masculino,RJ,PSOL,848,4,3215-5848,dep.chicoalencar@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,45.0,3
226,223,160541,2726.0,Titular,162,5830321,ARTHUR CÉSAR PEREIRA DE LIRA,ARTHUR LIRA,http://www.camara.gov.br/internet/deputado/bandep/160541.jpg,masculino,AL,PP,942,4,3215-5942,dep.arthurlira@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,33.0,14
227,224,141536,2450.0,Titular,134,5830776,RÔMULO JOSÉ DE GOUVEIA,RÔMULO GOUVEIA,http://www.camara.gov.br/internet/deputado/bandep/141536.jpg,masculino,PB,PSD,411,4,3215-5411,dep.romulogouveia@camara.gov.br,"{u'titular': None, u'suplente': None}",76.0,21.0,24
228,225,178832,3702.0,Titular,453,5830676,LEANDRE DAL PONTE,LEANDRE,http://www.camara.gov.br/internet/deputado/bandep/178832.jpg,feminino,PR,PV,454,4,3215-5454,dep.leandre@camara.gov.br,"{u'titular': None, u'suplente': None}",7.0,36.0,11
229,226,74352,3492.0,Titular,31,5830421,NILSON PINTO DE OLIVEIRA,NILSON PINTO,http://www.camara.gov.br/internet/deputado/bandep/74352.jpg,masculino,PA,PSDB,527,4,3215-5527,dep.nilsonpinto@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,41.0,6
230,227,160565,2807.0,Titular,366,5830398,MARA CRISTINA GABRILLI,MARA GABRILLI,http://www.camara.gov.br/internet/deputado/bandep/160565.jpg,feminino,SP,PSDB,226,4,3215-5226,dep.maragabrilli@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,33.0,14
231,228,141513,2215.0,Titular,232,5830796,OLAVO BILAC PINTO NETO,BILAC PINTO,http://www.camara.gov.br/internet/deputado/bandep/141513.jpg,masculino,MG,PR,806,4,3215-5806,dep.bilacpinto@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,36.0,11
232,229,160571,2851.0,Titular,473,5830304,JOÃO RODRIGUES,JOÃO RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg,masculino,SC,PSD,503,4,3215-5503,dep.joaorodrigues@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,36.0,11
233,230,73483,3662.0,Titular,500,5830770,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,http://www.camara.gov.br/internet/deputado/bandep/73483.jpg,masculino,RS,PP,526,4,3215-5526,dep.luiscarlosheinze@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,39.0,8
234,231,73535,1808.0,Titular,363,5830590,JORGE TADEU MUDALEN,JORGE TADEU MUDALEN,http://www.camara.gov.br/internet/deputado/bandep/73535.jpg,masculino,SP,DEM,538,4,3215-5538,dep.jorgetadeumudalen@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,38.0,10
235,232,160531,2670.0,Titular,5,5830341,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,masculino,RR,PRB,535,4,3215-5535,dep.jhonatandejesus@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,36.0,12
236,233,178863,3772.0,Titular,220,5830447,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg,masculino,BA,PV,729,4,3215-5729,dep.ulduricojunior@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,24.0,24
237,234,178894,3701.0,Titular,234,5830484,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg,masculino,MG,SD,717,4,3215-5717,dep.laudiviocarvalho@camara.gov.br,"{u'titular': None, u'suplente': None}",20.0,46.0,1
238,236,178837,3048.0,Titular,52,5830541,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,masculino,AC,PT,543,4,3215-5543,dep.angelim@camara.gov.br,"{u'titular': None, u'suplente': None}",5.0,44.0,4
239,237,73486,3666.0,Titular,516,5830627,DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,http://www.camara.gov.br/internet/deputado/bandep/73486.jpg,masculino,RS,PDT,704,4,3215-5704,dep.pompeodemattos@camara.gov.br,"{u'titular': None, u'suplente': None}",13.0,37.0,10
240,238,99654,2741.0,Titular,194,5830292,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,masculino,BA,PEN,756,4,3215-5756,dep.eriveltonsantana@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,29.0,16
241,239,74449,3511.0,Titular,80,5830633,PEDRO FERNANDES RIBEIRO,PEDRO FERNANDES,http://www.camara.gov.br/internet/deputado/bandep/74449.jpg,masculino,MA,PTB,814,4,3215-5814,dep.pedrofernandes@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,42.0,4
242,240,160561,2809.0,Titular,375,5830782,JOSÉ OLIMPIO SILVEIRA MORAES,MISSIONÁRIO JOSÉ OLIMPIO,http://www.camara.gov.br/internet/deputado/bandep/160561.jpg,masculino,SP,DEM,507,4,3215-5507,dep.missionariojoseolimpio@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,36.0,11
243,241,146788,3714.0,Titular,236,5830596,MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,http://www.camara.gov.br/internet/deputado/bandep/146788.jpg,masculino,MG,PHS,280,3,3215-5280,dep.marceloaro@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,26.0,21
244,242,178997,3733.0,Titular,106,5830667,MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/178997.jpg,masculino,CE,PMDB,809,4,3215-5809,dep.mosesrodrigues@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,36.0,12
245,243,160528,2719.0,Titular,148,5830335,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,masculino,PE,PSB,423,4,3215-5423,dep.danilocabral@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,41.0,6
246,244,74383,1968.0,Titular,466,5830713,FERNANDO LÚCIO GIACOBO,GIACOBO,http://www.camara.gov.br/internet/deputado/bandep/74383.jpg,masculino,PR,PR,762,4,3215-5762,dep.giacobo@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,14.0,32
247,245,160545,2796.0,Titular,334,5830381,ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,http://www.camara.gov.br/internet/deputado/bandep/160545.jpg,masculino,SP,DEM,841,4,3215-5841,dep.alexandreleite@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,29.0,18
248,246,141440,2437.0,Titular,88,5830690,FRANCISCO LOPES DA SILVA,CHICO LOPES,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,masculino,CE,PCdoB,310,4,3215-5310,dep.chicolopes@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,46.0,2
249,247,73926,1135.0,Titular,10,5830358,JANETE MARIA GÓES CAPIBERIBE,JANETE CAPIBERIBE,http://www.camara.gov.br/internet/deputado/bandep/73926.jpg,feminino,AP,PSB,209,4,3215-5209,dep.janetecapiberibe@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,40.0,7
250,248,178866,3710.0,Titular,98,5830427,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,feminino,CE,PT,713,4,3215-5713,dep.luiziannelins@camara.gov.br,"{u'titular': None, u'suplente': None}",6.0,15.0,33
251,249,160632,2769.0,Titular,271,5830504,JOSÉ SILVA SOARES,ZÉ SILVA,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,masculino,MG,SD,608,4,3215-5608,dep.zesilva@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,42.0,5
252,250,179000,3713.0,Titular,235,5830404,MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ÁLVARO ANTÔNIO,http://www.camara.gov.br/internet/deputado/bandep/179000.jpg,masculino,MG,PR,824,4,3215-5824,dep.marceloalvaroantonio@camara.gov.br,"{u'titular': None, u'suplente': None}",9.0,32.0,15
253,251,74688,3573.0,Titular,313,5830521,LUIZ SÉRGIO NÓBREGA DE OLIVEIRA,LUIZ SÉRGIO,http://www.camara.gov.br/internet/deputado/bandep/74688.jpg,masculino,RJ,PT,409,4,3215-5409,dep.luizsergio@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,40.0,8
254,252,73482,3661.0,Titular,498,5830527,HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,http://www.camara.gov.br/internet/deputado/bandep/73482.jpg,masculino,RS,PT,256,4,3215-5256,dep.henriquefontana@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,33.0,15
255,253,141434,2424.0,Titular,54,5830742,FLAVIANO FLÁVIO BAPTISTA DE MELO,FLAVIANO MELO,http://www.camara.gov.br/internet/deputado/bandep/141434.jpg,masculino,AC,PMDB,224,4,3215-5224,dep.flavianomelo@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,32.0,15
256,254,178953,3096.0,Titular,44,5830550,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,masculino,RO,PSD,943,4,3215-5943,dep.expeditonetto@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,46.0,2
257,255,74651,3155.0,Titular,226,5830719,CARLOS DO CARMO ANDRADE MELLES,CARLOS MELLES,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,masculino,MG,DEM,243,4,3215-5243,dep.carlosmelles@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,25.0,22
258,256,178982,3709.0,Titular,365,5830696,LUIZ LAURO FERREIRA FILHO,LUIZ LAURO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178982.jpg,masculino,SP,PSB,418,4,3215-5418,dep.luizlaurofilho@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,40.0,8
259,257,73466,1876.0,Titular,460,5830573,RUBENS BUENO,RUBENS BUENO,http://www.camara.gov.br/internet/deputado/bandep/73466.jpg,masculino,PR,PPS,623,4,3215-5623,dep.rubensbueno@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,44.0,2
260,258,141527,2565.0,Titular,511,5830450,RENATO DELMAR MOLLING,RENATO MOLLING,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg,masculino,RS,PP,337,4,3215-5337,dep.renatomolling@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,42.0,6
261,259,178834,3028.0,Titular,185,5830613,ADALBERTO SOUZA GALVÃO,BEBETO,http://www.camara.gov.br/internet/deputado/bandep/178834.jpg,masculino,BA,PSB,541,4,3215-5541,dep.bebeto@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,38.0,8
262,260,178831,3045.0,Titular,9,5830650,ANDRE DOS SANTOS ABDON,ANDRÉ ABDON,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,masculino,AP,PP,831,4,3215-5831,dep.andreabdon@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,15
263,261,178985,3730.0,Titular,378,5830556,MIGUEL LOMBARDI,MIGUEL LOMBARDI,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg,masculino,SP,PR,835,4,3215-5835,dep.miguellombardi@camara.gov.br,"{u'titular': None, u'suplente': None}",4.0,45.0,3
264,262,74359,3499.0,Titular,47,5830458,NILTON BALBINO,NILTON CAPIXABA,http://www.camara.gov.br/internet/deputado/bandep/74359.jpg,masculino,RO,PTB,724,4,3215-5724,dep.niltoncapixaba@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,40.0,6
265,263,141484,2385.0,Titular,29,5830567,LÚCIO DUTRA VALE,LÚCIO VALE,http://www.camara.gov.br/internet/deputado/bandep/141484.jpg,masculino,PA,PR,822,4,3215-5822,dep.luciovale@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,35.0,13
266,264,134812,3087.0,Titular,27,5830604,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,masculino,PA,PSOL,301,4,3215-5301,dep.edmilsonrodrigues@camara.gov.br,"{u'titular': None, u'suplente': None}",2.0,45.0,3
267,267,162332,2874.0,Titular,459,5830410,LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,http://www.camara.gov.br/internet/deputado/bandep/162332.jpg,masculino,PR,PR,907,4,3215-5907,dep.luiznishimori@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,30.0,17
268,268,74693,3578.0,Titular,322,5830464,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,http://www.camara.gov.br/internet/deputado/bandep/74693.jpg,masculino,RJ,DEM,308,4,3215-5308,dep.rodrigomaia@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,39.0,9
269,269,160677,2783.0,Titular,297,5830707,FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO,http://www.camara.gov.br/internet/deputado/bandep/160677.jpg,masculino,RJ,DEM,719,4,3215-5719,dep.franciscofloriano@camara.gov.br,"{u'titular': None, u'suplente': None}",68.0,36.0,10
270,270,178914,3032.0,Titular,138,5830364,ADALBERTO CAVALCANTI RODRIGUES,ADALBERTO CAVALCANTI,http://www.camara.gov.br/internet/deputado/bandep/178914.jpg,masculino,PE,AVANTE,402,4,3215-5402,dep.adalbertocavalcanti@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,37.0,10
271,271,74460,3523.0,Titular,110,5830659,MARCELO COSTA E CASTRO,MARCELO CASTRO,http://www.camara.gov.br/internet/deputado/bandep/74460.jpg,masculino,PI,PMDB,811,4,3215-5811,dep.marcelocastro@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,36.0,11
272,272,74537,3166.0,Titular,186,5830679,CLÁUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,masculino,BA,DEM,630,4,3215-5630,dep.claudiocajado@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,32.0,14
273,273,160610,2750.0,Titular,218,5830418,VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg,masculino,BA,PT,739,4,3215-5739,dep.valmirassuncao@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,46.0,2
274,274,160532,2799.0,Titular,345,5830750,ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,masculino,SP,DEM,850,4,3215-5850,dep.elicorreafilho@camara.gov.br,"{u'titular': None, u'suplente': None}",1.0,19.0,29
275,275,178855,3487.0,Titular,199,5830324,ANTONIO LAZARO SILVA,IRMÃO LAZARO,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg,masculino,BA,PSC,450,4,3215-5450,dep.irmaolazaro@camara.gov.br,"{u'titular': None, u'suplente': None}",0.0,25.0,21
276,276,178975,3052.0,Titular,342,5830607,LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,http://www.camara.gov.br/internet/deputado/bandep/178975.jpg,masculino,SP,PMDB,829,4,3215-5829,dep.baleiarossi@camara.gov.br,"{u'titular': None, u'suplente': None}",3.0,36.0,11
277,277,178884,3393.0,Titular,74,5830656,HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,http://www.camara.gov.br/internet/deputado/bandep/178884.jpg,masculino,MA,PMDB,734,4,3215-5734,dep.hildorocha@camara.gov.br,"{u'titular': None, u'suplente': None}",10.0,41.0,6
